time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-2.374797,-1.453827,1.401179,0.008929,-0.016324,0.021649,-0.086049,0.329862,-0.049819,-0.929021,-8.795324,0.103389,152.362421,198.641411,17.023678
0.010000,-2.374712,-1.453975,1.401393,0.008047,-0.013433,0.021159,-0.088037,0.251400,-0.047965,0.500230,-6.940242,0.264290,133.730360,172.771145,15.165235
0.020000,-2.374635,-1.454098,1.401602,0.007213,-0.011238,0.020695,-0.076641,0.190234,-0.044594,1.750332,-5.332161,0.406870,116.522249,149.222878,13.359598
0.030000,-2.374567,-1.454202,1.401807,0.006553,-0.009578,0.020271,-0.053581,0.144009,-0.039887,2.835219,-3.948410,0.531663,100.677339,127.887053,11.608237
0.040000,-2.374503,-1.454291,1.402008,0.006175,-0.008315,0.019901,-0.020443,0.110590,-0.034019,3.768220,-2.767411,0.639220,86.134878,108.654113,9.912619
0.050000,-2.374442,-1.454369,1.402206,0.006173,-0.007330,0.019594,0.021319,0.088053,-0.027158,4.562056,-1.768683,0.730106,72.834119,91.414502,8.274215
0.060000,-2.374378,-1.454438,1.402400,0.006626,-0.006524,0.019360,0.070375,0.074674,-0.019470,5.228839,-0.932841,0.804900,60.714312,76.058663,6.694493
0.070000,-2.374308,-1.454500,1.402593,0.007601,-0.005811,0.019207,0.125511,0.068915,-0.011112,5.780076,-0.241596,0.864197,49.714706,62.477039,5.174923
0.080000,-2.374225,-1.454554,1.402785,0.009153,-0.005124,0.019140,0.185628,0.069417,-0.002236,6.226665,0.322248,0.908604,39.774554,50.560073,3.716975
0.090000,-2.374123,-1.454602,1.402976,0.011327,-0.004406,0.019164,0.249730,0.074989,0.007012,6.578896,0.774789,0.938746,30.833105,40.198209,2.322116
0.100000,-2.373996,-1.454642,1.403168,0.014158,-0.003611,0.019281,0.316923,0.084592,0.016494,6.846454,1.131031,0.955262,22.829610,31.281890,0.991818
0.110000,-2.373837,-1.454674,1.403362,0.017673,-0.002704,0.019494,0.386407,0.097335,0.026074,7.038413,1.404880,0.958803,15.703320,23.701559,-0.272453
0.120000,-2.373640,-1.454696,1.403558,0.021891,-0.001657,0.019802,0.457468,0.112458,0.035629,7.163242,1.609150,0.950038,9.393485,17.347659,-1.469225
0.130000,-2.373397,-1.454706,1.403758,0.026825,-0.000449,0.020206,0.529474,0.129325,0.045036,7.228801,1.755557,0.929648,3.839356,12.110634,-2.597030
0.140000,-2.373101,-1.454704,1.403963,0.032482,0.000934,0.020702,0.601871,0.147412,0.054185,7.242345,1.854721,0.898332,-1.019816,7.880927,-3.654399
0.150000,-2.372745,-1.454687,1.404173,0.038862,0.002502,0.021288,0.674170,0.166294,0.062969,7.210519,1.916168,0.856800,-5.244782,4.548981,-4.639862
0.160000,-2.372321,-1.454654,1.404389,0.045963,0.004261,0.021960,0.745950,0.185638,0.071290,7.139361,1.948328,0.805779,-8.896291,2.005240,-5.551950
0.170000,-2.371823,-1.454601,1.404612,0.053778,0.006215,0.022712,0.816844,0.205187,0.079055,7.034302,1.958535,0.746010,-12.035091,0.140146,-6.389194
0.180000,-2.371244,-1.454529,1.404843,0.062296,0.008365,0.023539,0.886539,0.224756,0.086183,6.900166,1.953027,0.678250,-14.721932,-1.155856,-7.150125
0.190000,-2.370575,-1.454433,1.405083,0.071504,0.010710,0.024434,0.954765,0.244213,0.092596,6.741168,1.936949,0.603267,-17.017564,-1.992325,-7.833274
0.200000,-2.369811,-1.454314,1.405332,0.081386,0.013249,0.025388,1.021292,0.263473,0.098227,6.560916,1.914348,0.521848,-18.982737,-2.478816,-8.437171
0.210000,-2.368945,-1.454168,1.405591,0.091920,0.015972,0.026395,1.086071,0.282757,0.103012,6.376065,1.912952,0.434560,-21.023055,-3.350708,-8.954456
0.220000,-2.367971,-1.453994,1.405860,0.103096,0.018894,0.027446,1.148749,0.301707,0.106902,6.156688,1.875963,0.342768,-22.812185,-4.015105,-9.390274
0.230000,-2.366881,-1.453789,1.406140,0.114887,0.022004,0.028530,1.209149,0.320257,0.109854,5.920597,1.833232,0.247028,-24.368648,-4.504932,-9.743874
0.240000,-2.365671,-1.453553,1.406431,0.127271,0.025298,0.029640,1.267113,0.338358,0.111832,5.670028,1.786337,0.148167,-25.710968,-4.853114,-10.014509
0.250000,-2.364334,-1.453283,1.406733,0.140221,0.028770,0.030764,1.322508,0.355974,0.112810,5.407030,1.736532,0.047017,-26.857665,-5.092578,-10.201431
0.260000,-2.362865,-1.452977,1.407046,0.153711,0.032413,0.031893,1.375254,0.373165,0.112759,5.136742,1.692418,-0.056399,-27.910018,-5.450237,-10.283212
0.270000,-2.361258,-1.452634,1.407371,0.167715,0.036229,0.033016,1.425210,0.389812,0.111681,4.853086,1.636409,-0.159295,-28.793660,-5.741274,-10.282316
0.280000,-2.359509,-1.452252,1.407707,0.182205,0.040208,0.034123,1.472289,0.405885,0.109575,4.561403,1.577784,-0.261776,-29.516980,-5.974862,-10.200528
0.290000,-2.357612,-1.451829,1.408053,0.197151,0.044344,0.035204,1.516417,0.421360,0.106449,4.263253,1.517073,-0.363042,-30.088367,-6.160171,-10.039632
0.300000,-2.355564,-1.451364,1.408411,0.212524,0.048633,0.036248,1.557537,0.436221,0.102320,3.960114,1.454711,-0.462311,-30.516210,-6.306374,-9.801412
0.310000,-2.353361,-1.450856,1.408778,0.228292,0.053066,0.037247,1.595615,0.450474,0.097202,3.654119,1.393249,-0.559722,-30.827568,-6.478295,-9.464831
0.320000,-2.350997,-1.450303,1.409155,0.244425,0.057639,0.038190,1.630612,0.464080,0.091138,3.344827,1.327722,-0.652390,-31.009874,-6.622639,-9.057289
0.330000,-2.348471,-1.449703,1.409542,0.260894,0.062346,0.039067,1.662508,0.477024,0.084169,3.034331,1.260880,-0.740646,-31.069229,-6.741763,-8.583366
