time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,roll,pitch,yaw,p,q,r
0.000000,-2.189608,-2.272850,-1.503592,-0.014071,-0.004118,0.007745,0.107649,0.090388,-0.005996,0.700321,1.536160,-0.114395,-2.608897,19.977866,-1.191057,0.009207,-0.010966,0.000000,0.156358,-0.071205,0.000000
0.050000,-2.190311,-2.273056,-1.503204,-0.008688,0.000401,0.007446,0.142665,0.167196,-0.011716,0.569876,2.535053,-0.173948,-3.908525,27.088384,-1.204291,0.017020,-0.014524,0.000000,0.257689,-0.057744,0.000000
0.100000,-2.190477,-2.272810,-1.502847,0.000196,0.012601,0.006574,0.164636,0.343894,-0.023391,0.309469,4.244998,-0.234824,0.966036,29.883296,-0.388802,0.034953,-0.016741,0.000000,0.430252,-0.031044,0.000000
0.150000,-2.190292,-2.271796,-1.502547,0.007775,0.034790,0.005106,0.173612,0.591696,-0.035198,0.666480,5.523383,-0.212828,10.046831,17.998222,1.068207,0.060018,-0.017632,0.000000,0.557552,-0.067173,0.000000
0.200000,-2.189699,-2.269331,-1.502336,0.017557,0.071771,0.003054,0.231284,0.896232,-0.044674,1.314152,6.044820,-0.128004,7.988177,0.847075,2.336876,0.090671,-0.023465,0.000000,0.606747,-0.132429,0.000000
0.250000,-2.188536,-2.264619,-1.502242,0.030904,0.124414,0.000639,0.305027,1.196178,-0.047999,1.465297,5.608090,0.020859,0.443705,-14.105820,3.303851,0.120693,-0.030932,0.000000,0.560076,-0.147483,-0.000000
0.300000,-2.186609,-2.256890,-1.502272,0.048060,0.191389,-0.001746,0.377814,1.457041,-0.042588,1.358522,4.634238,0.202382,-3.436945,-22.361374,3.538047,0.146714,-0.038328,0.000000,0.462170,-0.136981,-0.000000
0.350000,-2.183730,-2.245480,-1.502416,0.068685,0.270118,-0.003620,0.440879,1.659602,-0.027761,1.121603,3.371953,0.374664,-5.326151,-26.508377,2.909064,0.166959,-0.044785,0.000000,0.338349,-0.113879,0.000000
0.400000,-2.179740,-2.229878,-1.502634,0.092148,0.357349,-0.004522,0.489974,1.794236,-0.005121,0.825907,1.983401,0.493288,-6.076391,-27.880857,1.471128,0.180587,-0.049879,0.000000,0.203432,-0.085034,-0.000000
0.450000,-2.174515,-2.209745,-1.502868,0.117683,0.449541,-0.004132,0.523470,1.857942,0.021568,0.513964,0.583867,0.521777,-6.127150,-27.236341,-0.523088,0.187317,-0.053428,0.000000,0.066711,-0.054234,0.000000
0.500000,-2.167972,-2.184924,-1.503048,0.144495,0.543143,-0.002365,0.541371,1.852623,0.047056,0.213192,-0.740234,0.440979,-5.715066,-25.075771,-2.670165,0.187250,-0.055395,0.000000,-0.065066,-0.023843,0.000000
0.550000,-2.160066,-2.155431,-1.503105,0.171820,0.634804,0.000574,0.544789,1.783919,0.065666,-0.057543,-1.923710,0.254760,-4.982547,-21.796584,-4.502685,0.180791,-0.055850,0.000000,-0.186070,0.004358,0.000000
0.600000,-2.150790,-2.121444,-1.502990,0.198973,0.721535,0.004201,0.535616,1.660252,0.072532,-0.285063,-2.919892,-0.009289,-4.032586,-17.761211,-5.588862,0.168627,-0.054950,0.000000,-0.290867,0.028824,0.000000
0.650000,-2.140168,-2.083278,-1.502685,0.225381,0.800829,0.007827,0.516283,1.491930,0.064737,-0.460801,-3.699831,-0.304126,-2.953453,-13.316068,-5.621482,0.151704,-0.052928,0.000000,-0.374740,0.048241,-0.000000
0.700000,-2.128252,-2.041361,-1.502208,0.250602,0.870728,0.010675,0.489536,1.290269,0.042120,-0.580408,-4.251499,-0.571438,-1.825812,-8.779789,-4.478750,0.131170,-0.050075,0.000000,-0.434453,0.061661,-0.000000
0.750000,-2.115108,-1.996205,-1.501617,0.274335,0.929856,0.012039,0.458242,1.066780,0.007593,-0.643383,-4.577810,-0.752001,-0.720217,-4.416384,-2.247807,0.108284,-0.046714,0.000000,-0.468946,0.068666,0.000000
0.800000,-2.100818,-1.948375,-1.501004,0.296426,0.977406,0.011435,0.425198,0.832488,-0.033080,-0.652430,-4.693137,-0.796218,0.308929,-0.408959,0.789715,0.084297,-0.043171,0.000000,-0.479509,0.069400,-0.000000
0.850000,-2.085466,-1.898464,-1.500474,0.316855,1.013104,0.008731,0.392999,0.597466,-0.072028,-0.612490,-4.618706,-0.673029,1.228091,3.152513,4.203438,0.060339,-0.039748,0.000000,-0.469262,0.064469,0.000000
0.900000,-2.069133,-1.847065,-1.500131,0.335726,1.037152,0.004232,0.363949,0.370617,-0.100383,-0.529621,-4.377886,-0.375874,2.024816,6.261457,7.480094,0.037354,-0.036708,0.000000,-0.442174,0.054722,-0.000000
0.950000,-2.051893,-1.794749,-1.500051,0.353250,1.050166,-0.001307,0.340037,0.159677,-0.109616,-0.410008,-3.992561,0.074980,2.702361,8.962988,10.097260,0.016086,-0.034266,0.000000,-0.402007,0.041020,0.000000
1.000000,-2.033808,-1.742048,-1.500261,0.369729,1.053120,-0.006730,0.322948,-0.028639,-0.092885,-0.259384,-3.481587,0.633852,3.269829,11.307959,11.594628,-0.002890,-0.032600,0.000000,-0.351571,0.024080,0.000000
1.050000,-2.014920,-1.689437,-1.500724,0.385545,1.047302,-0.010596,0.314098,-0.188481,-0.046231,-0.083025,-2.861765,1.234443,3.730627,13.305878,11.635722,-0.019111,-0.031857,0.000000,-0.292493,0.004427,0.000000
1.100000,-1.995253,-1.637318,-1.501321,0.401139,1.034272,-0.011353,0.314646,-0.314815,0.030559,0.113678,-2.150999,1.797424,4.072944,14.891515,10.055816,-0.032164,-0.032163,0.000000,-0.225499,-0.017511,0.000000
1.150000,-1.974806,-1.586010,-1.501859,0.417009,1.015821,-0.007540,0.325466,-0.403581,0.133512,0.324269,-1.372613,2.240024,4.262865,15.916308,6.892984,-0.041660,-0.033622,0.000000,-0.151099,-0.041215,0.000000
1.200000,-1.953552,-1.535736,-1.502075,0.433686,0.993914,0.001998,0.347073,-0.452077,0.254561,0.539965,-0.559368,2.486722,4.247063,16.172519,2.398737,-0.047245,-0.036306,0.000000,-0.070534,-0.065801,0.000000
1.250000,-1.931438,-1.486618,-1.501659,0.451716,0.970613,0.017916,0.379463,-0.459518,0.382184,0.748976,0.244639,2.479898,3.978255,15.450773,-2.976322,-0.048663,-0.040228,0.000000,0.013262,-0.089778,0.000000
1.300000,-1.908381,-1.438675,-1.500283,0.471632,0.947962,0.040217,0.421970,-0.427613,0.502551,0.937790,0.985709,2.189090,3.434073,13.608027,-8.625970,-0.045864,-0.045306,0.000000,0.095033,-0.111075,0.000000
1.350000,-1.884274,-1.391822,-1.497637,0.493914,0.927852,0.068171,0.473242,-0.360947,0.601093,1.092383,1.605441,1.617301,2.602165,10.625041,-13.861339,-0.039124,-0.051344,0.000000,0.167231,-0.127214,-0.000000
1.400000,-1.858989,-1.345889,-1.493466,0.518956,0.911867,0.100326,0.531209,-0.267069,0.664281,1.198007,2.048213,0.802956,1.489084,6.656628,-18.006774,-0.029144,-0.058018,0.000000,0.221059,-0.135575,0.000000
1.450000,-1.832379,-1.300635,-1.487605,0.547034,0.901145,0.134599,0.593042,-0.156126,0.681389,1.241291,2.271104,-0.183376,0.162844,2.050219,-20.503869,-0.017065,-0.064874,0.000000,0.248685,-0.134088,0.000000
1.500000,-1.804286,-1.255775,-1.480006,0.578261,0.896255,0.168465,0.655338,-0.039958,0.645944,1.214291,2.253235,-1.247431,-1.251903,-2.702892,-21.001996,-0.004349,-0.071390,0.000000,0.245877,-0.122146,0.000000
