time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,roll,pitch,yaw,p,q,r
0.000000,-1.987418,-1.335270,-1.413941,-0.007478,-0.006087,-0.003563,-0.024666,0.125025,0.041854,0.269532,1.806853,0.743706,8.626768,21.826605,7.421569,0.012798,0.002525,0.000000,0.185918,-0.027398,0.000000
0.050000,-1.987792,-1.335574,-1.414119,-0.008711,0.000164,-0.001471,-0.011189,0.215367,0.079039,0.700871,2.898183,1.114784,10.380142,28.938943,7.734931,0.022129,0.001150,0.000000,0.300221,-0.071875,0.000000
0.100000,-1.988289,-1.335254,-1.414088,-0.008597,0.015450,0.004340,0.045421,0.414843,0.153332,1.307546,4.700747,1.517199,6.110743,29.182107,4.031525,0.042932,-0.004704,0.000000,0.492595,-0.136014,-0.000000
0.150000,-1.988651,-1.334029,-1.413685,-0.004169,0.041649,0.013862,0.119565,0.685442,0.230759,1.311945,5.816394,1.517937,-2.399277,11.303181,-2.089268,0.071428,-0.012481,0.000000,0.615204,-0.138559,-0.000000
0.200000,-1.988706,-1.331089,-1.412702,0.003360,0.083994,0.027416,0.176616,0.996483,0.305126,1.067619,5.831065,1.308272,-3.587409,-9.970054,-6.487087,0.104440,-0.018579,0.000000,0.620759,-0.114215,-0.000000
0.250000,-1.988315,-1.325630,-1.410944,0.013492,0.141297,0.044375,0.226327,1.268549,0.361586,0.953204,4.819389,0.869228,-1.797304,-23.565515,-9.977255,0.133425,-0.023949,0.000000,0.512708,-0.102114,0.000000
0.300000,-1.987356,-1.316959,-1.408265,0.025992,0.210849,0.063575,0.271936,1.478421,0.392049,0.887888,3.474514,0.310547,-0.875162,-27.833028,-11.682296,0.155645,-0.028866,0.000000,0.364538,-0.093999,-0.000000
0.350000,-1.985716,-1.304545,-1.404586,0.040686,0.289139,0.083580,0.315116,1.616000,0.392641,0.865688,2.036086,-0.299002,0.157519,-27.801771,-12.224694,0.169850,-0.033449,0.000000,0.204115,-0.089455,-0.000000
0.400000,-1.983288,-1.288045,-1.399907,0.057504,0.372449,0.102839,0.358505,1.682030,0.362148,0.903640,0.694337,-0.911923,1.434074,-24.550647,-11.865856,0.176063,-0.037927,0.000000,0.053940,-0.090430,-0.000000
0.450000,-1.979966,-1.267300,-1.394302,0.076537,0.457342,0.119795,0.405480,1.685434,0.301448,1.009095,-0.418979,-1.485587,2.718115,-19.279346,-10.620949,0.175276,-0.042618,0.000000,-0.070239,-0.097761,0.000000
0.500000,-1.975634,-1.242311,-1.387927,0.098052,0.540992,0.132984,0.459414,1.640132,0.213590,1.175452,-1.233598,-1.974018,3.759539,-13.147007,-8.431093,0.169085,-0.047837,0.000000,-0.159779,-0.110781,0.000000
0.550000,-1.970160,-1.213201,-1.381004,0.122478,0.621355,0.141154,0.523025,1.562074,0.104047,1.385049,-1.733680,-2.328696,4.376609,-7.126901,-5.318533,0.159344,-0.053835,0.000000,-0.212550,-0.127757,-0.000000
0.600000,-1.963386,-1.180175,-1.373812,0.150354,0.697200,0.143389,0.597919,1.466764,-0.019280,1.613113,-1.946288,-2.505871,4.464387,-1.937831,-1.473918,0.147862,-0.060756,0.000000,-0.231815,-0.146442,-0.000000
0.650000,-1.955125,-1.143481,-1.366665,0.182270,0.768032,0.139226,0.684336,1.367445,-0.146540,1.831488,-1.927463,-2.476088,3.985021,1.984695,2.739281,0.136170,-0.068624,0.000000,-0.224555,-0.164533,0.000000
0.700000,-1.945159,-1.103372,-1.359889,0.218788,0.833944,0.128734,0.781068,1.274018,-0.266889,2.011615,-1.747818,-2.231943,2.950031,4.476930,6.845809,0.125390,-0.077356,0.000000,-0.199452,-0.179945,-0.000000
