time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-2.327297,-1.490530,1.453732,0.007514,0.003098,0.006329,0.021602,-0.117830,-0.021943,1.681802,0.350733,-0.071823,32.348070,23.757033,2.917229
0.050000,-2.326921,-1.490375,1.454049,0.008594,-0.002794,0.005232,0.105692,-0.100293,-0.025534,3.299205,1.538585,0.074038,41.325641,29.371876,4.503981
0.100000,-2.326438,-1.490809,1.454255,0.018083,-0.006931,0.003776,0.351522,0.036029,-0.014539,5.814366,3.287921,0.378575,33.938854,16.874315,3.827590
0.150000,-2.325113,-1.491068,1.454426,0.043747,0.000809,0.003778,0.687129,0.228499,0.012323,6.693091,3.226016,0.456797,4.494133,-9.812724,-1.385581
0.200000,-2.322063,-1.490728,1.454633,0.086796,0.015919,0.005008,1.020832,0.358630,0.031141,6.263779,2.306649,0.240017,-14.561834,-14.650866,-5.152981
0.250000,-2.316433,-1.489476,1.454927,0.145830,0.036672,0.006892,1.313507,0.459164,0.036325,5.236907,1.760930,-0.058501,-23.679269,-10.517056,-6.122471
0.300000,-2.307480,-1.487061,1.455322,0.218147,0.061835,0.008641,1.544522,0.534723,0.025290,3.895852,1.254943,-0.372231,-28.132518,-10.167318,-5.708654
0.350000,-2.294619,-1.483293,1.455791,0.300282,0.090145,0.009421,1.703092,0.584658,-0.000898,2.423656,0.744198,-0.629366,-29.213506,-9.986870,-3.972594
0.400000,-2.277452,-1.478046,1.456265,0.388456,0.120301,0.008551,1.786888,0.609143,-0.037646,0.974502,0.256256,-0.769490,-27.546285,-9.171608,-1.294246
0.450000,-2.255773,-1.471263,1.456646,0.478971,0.151059,0.005657,1.800542,0.610284,-0.077847,-0.330973,-0.172963,-0.758791,-23.840644,-7.722732,1.715512
0.500000,-2.229555,-1.462941,1.456830,0.568510,0.181329,0.000766,1.753791,0.591847,-0.113525,-1.409563,-0.516017,-0.597939,-18.837124,-5.843201,4.382619
0.550000,-2.198922,-1.453130,1.456723,0.654350,0.210244,-0.005696,1.659586,0.558682,-0.137641,-2.214685,-0.757283,-0.320529,-13.237188,-3.765998,6.144874
0.600000,-2.164120,-1.441916,1.456261,0.734469,0.237197,-0.012998,1.532322,0.516119,-0.145578,-2.733281,-0.892617,0.016549,-7.663918,-1.705768,6.678935
