time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-2.327297,-1.490530,1.453732,0.009284,0.017727,0.007840,-0.082064,-0.838486,-0.066763,-1.170076,18.351432,0.304566,169.825390,-289.587068,6.719272
0.010000,-2.327209,-1.490391,1.453807,0.008432,0.010213,0.007189,-0.085661,-0.668790,-0.063393,0.412794,15.652167,0.368419,147.083706,-250.890454,6.048307
0.020000,-2.327128,-1.490320,1.453876,0.007620,0.004267,0.006574,-0.074533,-0.524214,-0.059418,1.778146,13.321428,0.425475,126.306215,-215.852184,5.360309
0.030000,-2.327056,-1.490302,1.453939,0.006984,-0.000344,0.006002,-0.050759,-0.401253,-0.054907,2.945154,11.323519,0.475580,107.399445,-184.295112,4.658760
0.040000,-2.326988,-1.490323,1.453996,0.006640,-0.003819,0.005478,-0.016230,-0.296748,-0.049930,3.932059,9.624513,0.518617,90.269922,-156.042088,3.947145
0.050000,-2.326921,-1.490375,1.454049,0.006689,-0.006331,0.005005,0.027339,-0.207873,-0.044558,4.756165,8.192254,0.554501,74.824171,-130.915967,3.228947
0.060000,-2.326852,-1.490447,1.454097,0.007212,-0.008021,0.004588,0.078405,-0.132115,-0.038864,5.433843,6.996361,0.583185,60.968718,-108.739599,2.507649
0.070000,-2.326775,-1.490533,1.454141,0.008278,-0.009009,0.004228,0.135580,-0.067254,-0.032918,5.980529,6.008220,0.604655,48.610092,-89.335837,1.786736
0.080000,-2.326685,-1.490625,1.454181,0.009940,-0.009395,0.003930,0.197627,-0.011348,-0.026795,6.410723,5.200992,0.618933,37.654816,-72.527533,1.069691
0.090000,-2.326574,-1.490719,1.454219,0.012243,-0.009260,0.003693,0.263451,0.037285,-0.020564,6.737992,4.549609,0.626074,28.009419,-58.137541,0.359997
0.100000,-2.326438,-1.490809,1.454255,0.015218,-0.008669,0.003519,0.332086,0.080086,-0.014297,6.974966,4.030771,0.626169,19.580425,-45.988711,-0.338862
0.110000,-2.326268,-1.490891,1.454290,0.018891,-0.007674,0.003407,0.402689,0.118271,-0.008063,7.133343,3.622954,0.619344,12.274362,-35.903897,-1.023402
0.120000,-2.326057,-1.490961,1.454324,0.023276,-0.006316,0.003357,0.474527,0.152849,-0.001932,7.223885,3.306404,0.605760,5.997755,-27.705950,-1.690140
0.130000,-2.325800,-1.491016,1.454357,0.028384,-0.004626,0.003368,0.546973,0.184643,0.004030,7.256418,3.063136,0.585612,0.657131,-21.217723,-2.335592
0.140000,-2.325487,-1.491053,1.454391,0.034216,-0.002630,0.003437,0.619492,0.214302,0.009759,7.239836,2.876941,0.559131,-3.840983,-16.262068,-2.956274
0.150000,-2.325113,-1.491068,1.454426,0.040772,-0.000346,0.003562,0.691633,0.242323,0.015192,7.182095,2.733377,0.526581,-7.590063,-12.661838,-3.548704
0.160000,-2.324670,-1.491059,1.454463,0.048046,0.002212,0.003740,0.763020,0.269069,0.020271,7.090220,2.619776,0.488263,-10.683580,-10.239885,-4.109397
0.170000,-2.324150,-1.491023,1.454501,0.056029,0.005032,0.003966,0.833344,0.294782,0.024940,6.970297,2.525242,0.444511,-13.215010,-8.819061,-4.634870
0.180000,-2.323547,-1.490957,1.454542,0.064709,0.008105,0.004237,0.902350,0.319607,0.029145,6.827482,2.440648,0.395694,-15.277825,-8.222218,-5.121639
0.190000,-2.322853,-1.490860,1.454586,0.074071,0.011422,0.004547,0.969831,0.343604,0.032838,6.665991,2.358642,0.342218,-16.965500,-8.272209,-5.566220
0.200000,-2.322063,-1.490728,1.454633,0.084100,0.014974,0.004892,1.035618,0.366769,0.035975,6.489110,2.273639,0.284522,-18.371507,-8.791886,-5.965131
0.210000,-2.321169,-1.490560,1.454684,0.094769,0.018766,0.005265,1.099872,0.388612,0.038513,6.327047,2.141131,0.222786,-20.292960,-8.576183,-6.307472
0.220000,-2.320166,-1.490352,1.454739,0.106081,0.022758,0.005660,1.162098,0.409595,0.040420,6.115267,2.055422,0.158214,-22.033533,-8.601738,-6.598083
0.230000,-2.319046,-1.490104,1.454797,0.118004,0.026955,0.006071,1.222122,0.429716,0.041668,5.886955,1.968463,0.091005,-23.600541,-8.817271,-6.834388
0.240000,-2.317803,-1.489812,1.454860,0.130515,0.031349,0.006491,1.279788,0.448955,0.042233,5.643810,1.878614,0.021716,-25.001298,-9.171502,-7.013812
0.250000,-2.316433,-1.489476,1.454927,0.143591,0.035931,0.006913,1.334955,0.467275,0.042097,5.387458,1.784742,-0.049073,-26.243118,-9.613151,-7.133778
0.260000,-2.314930,-1.489093,1.454998,0.157205,0.040695,0.007331,1.387515,0.484499,0.041239,5.120976,1.673748,-0.121687,-27.371786,-9.775658,-7.168112
0.270000,-2.313288,-1.488662,1.455074,0.171332,0.045622,0.007736,1.437339,0.500744,0.039664,4.842237,1.575076,-0.193283,-28.351435,-9.961629,-7.140727
0.280000,-2.311502,-1.488180,1.455153,0.185942,0.050707,0.008122,1.484329,0.515994,0.037375,4.554435,1.474479,-0.264297,-29.184667,-10.158389,-7.051938
0.290000,-2.309567,-1.487647,1.455236,0.201009,0.055939,0.008481,1.528402,0.530227,0.034382,4.259023,1.371914,-0.334118,-29.874087,-10.353263,-6.902057
0.300000,-2.307480,-1.487061,1.455322,0.216501,0.061308,0.008807,1.569489,0.543426,0.030699,3.957424,1.267463,-0.402136,-30.422297,-10.533578,-6.691400
0.310000,-2.305236,-1.486420,1.455412,0.232388,0.066805,0.009093,1.607526,0.555532,0.026336,3.650198,1.157706,-0.468778,-30.810662,-10.595042,-6.394179
0.320000,-2.302831,-1.485724,1.455504,0.248641,0.072416,0.009332,1.642482,0.566578,0.021334,3.340708,1.051567,-0.530994,-31.065625,-10.627816,-6.040006
0.330000,-2.300262,-1.484972,1.455598,0.265228,0.078133,0.009518,1.674334,0.576562,0.015729,3.029313,0.945250,-0.589400,-31.192391,-10.630444,-5.632390
0.340000,-2.297525,-1.484161,1.455694,0.282117,0.083944,0.009645,1.703067,0.585484,0.009560,2.717270,0.839064,-0.643476,-31.196163,-10.601469,-5.174841
0.350000,-2.294619,-1.483293,1.455791,0.299279,0.089839,0.009707,1.728681,0.593345,0.002875,2.405782,0.733331,-0.692742,-31.082147,-10.539435,-4.670868
0.360000,-2.291539,-1.482364,1.455888,0.316681,0.095807,0.009701,1.751184,0.600143,-0.004284,2.095680,0.627451,-0.737451,-30.847417,-10.419179,-4.106273
0.370000,-2.288284,-1.481376,1.455985,0.334292,0.101838,0.009621,1.770604,0.605899,-0.011854,1.788826,0.523999,-0.775534,-30.506302,-10.265854,-3.504443
0.380000,-2.284853,-1.480327,1.456080,0.352083,0.107922,0.009463,1.786974,0.610628,-0.019775,1.485888,0.422240,-0.807435,-30.065000,-10.080909,-2.871058
0.390000,-2.281242,-1.479218,1.456174,0.370022,0.114048,0.009224,1.800338,0.614350,-0.027982,1.187839,0.322482,-0.832868,-29.529712,-9.865790,-2.211795
0.400000,-2.277452,-1.478046,1.456265,0.388080,0.120206,0.008902,1.810750,0.617086,-0.036410,0.895587,0.225020,-0.851604,-28.906637,-9.621944,-1.532333
0.410000,-2.273480,-1.476813,1.456352,0.406227,0.126386,0.008495,1.818272,0.618857,-0.044992,0.610001,0.129955,-0.863629,-28.202555,-9.346293,-0.834256
0.420000,-2.269327,-1.475519,1.456434,0.424436,0.132580,0.008002,1.822975,0.619694,-0.053659,0.331813,0.037976,-0.868444,-27.423014,-9.045363,-0.127839
0.430000,-2.264992,-1.474162,1.456511,0.442677,0.138777,0.007422,1.824936,0.619627,-0.062338,0.061772,-0.050875,-0.866178,-26.574141,-8.721156,0.580738
0.440000,-2.260474,-1.472743,1.456582,0.460925,0.144969,0.006756,1.824240,0.618688,-0.070959,-0.199459,-0.136376,-0.856842,-25.662066,-8.375671,1.285295
0.450000,-2.255773,-1.471263,1.456646,0.479154,0.151148,0.006003,1.820978,0.616911,-0.079451,-0.451279,-0.218324,-0.840507,-24.692915,-8.010911,1.979654
0.460000,-2.250891,-1.469720,1.456702,0.497337,0.157305,0.005167,1.815249,0.614334,-0.087742,-0.693017,-0.296526,-0.816938,-23.676125,-7.629157,2.648380
0.470000,-2.245827,-1.468117,1.456749,0.515451,0.163432,0.004249,1.807152,0.610994,-0.095768,-0.924503,-0.370844,-0.787197,-22.614112,-7.232095,3.295681
0.480000,-2.240582,-1.466452,1.456787,0.533472,0.169522,0.003253,1.796795,0.606931,-0.103465,-1.145167,-0.441123,-0.751112,-21.512599,-6.821692,3.916507
