time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,roll,pitch,yaw,p,q,r
0.000000,-2.641931,-2.313792,-1.369760,0.003113,0.007482,-0.006436,-0.115772,0.017312,0.007624,0.413889,1.560224,-0.374687,24.690823,30.883174,-9.666878,0.001766,0.011810,0.000000,0.159090,-0.042669,-0.000000
0.050000,-2.641775,-2.313418,-1.370082,-0.002675,0.008347,-0.006055,-0.095077,0.095324,-0.011110,1.648431,3.104383,-0.858031,30.487374,40.024892,-12.651297,0.009705,0.009681,0.000000,0.315216,-0.168668,-0.000000
0.100000,-2.642198,-2.312957,-1.370366,-0.006394,0.017014,-0.007547,0.049071,0.327751,-0.078179,3.462627,5.562713,-1.639817,17.690632,34.381400,-9.794663,0.033133,-0.004963,0.000000,0.556390,-0.349155,0.000000
0.150000,-2.642415,-2.311716,-1.370837,0.002232,0.041122,-0.013873,0.251185,0.651595,-0.175092,3.417494,6.542523,-1.837497,-9.780162,7.565054,1.771855,0.065144,-0.025151,0.000000,0.639741,-0.336701,0.000000
0.200000,-2.641975,-2.308845,-1.371753,0.018724,0.082173,-0.025056,0.390821,0.982003,-0.261929,2.484611,6.319218,-1.462631,-15.073983,-10.034571,10.211748,0.097119,-0.038784,0.000000,0.606126,-0.239555,0.000000
0.250000,-2.640542,-2.303499,-1.373342,0.041314,0.139323,-0.040065,0.499646,1.283517,-0.321355,1.910095,5.539065,-0.816323,-11.166894,-18.951742,14.163379,0.125865,-0.049277,0.000000,0.526291,-0.182655,-0.000000
0.300000,-2.637844,-2.294912,-1.375759,0.068689,0.210525,-0.057192,0.581830,1.535910,-0.343561,1.367921,4.424044,-0.046293,-10.959350,-24.342129,15.264949,0.149888,-0.057240,0.000000,0.423493,-0.132519,-0.000000
0.350000,-2.633673,-2.282446,-1.379061,0.099497,0.292914,-0.074422,0.636439,1.725921,-0.325984,0.814160,3.104853,0.710172,-10.949225,-27.280943,13.843910,0.168334,-0.062708,0.000000,0.307834,-0.083198,-0.000000
0.400000,-2.627894,-2.265621,-1.383201,0.132333,0.383117,-0.089790,0.663246,1.846395,-0.272544,0.272999,1.695950,1.338098,-10.375204,-28.098036,10.473654,0.180739,-0.065687,0.000000,0.185473,-0.035072,-0.000000
0.450000,-2.620440,-2.244135,-1.388040,0.165822,0.477553,-0.101676,0.663738,1.895516,-0.192175,-0.223360,0.295049,1.757538,-9.217458,-27.138612,5.938161,0.186888,-0.066262,0.000000,0.060626,0.010439,0.000000
0.500000,-2.611312,-2.217866,-1.393369,0.198706,0.572669,-0.109007,0.640910,1.875900,-0.096790,-0.648747,-1.017911,1.931914,-7.615694,-24.748159,1.117606,0.186758,-0.064604,0.000000,-0.062800,0.051733,-0.000000
0.550000,-2.600569,-2.186868,-1.398941,0.229913,0.665143,-0.111355,0.598864,1.793725,0.001017,-0.984929,-2.179767,1.869298,-5.725080,-21.260043,-3.154844,0.180538,-0.060977,0.000000,-0.180041,0.087009,0.000000
0.600000,-2.588321,-2.151352,-1.404505,0.258593,0.752041,-0.108906,0.542417,1.657923,0.090140,-1.221255,-3.143916,1.616429,-3.692783,-17.012243,-6.223090,0.168687,-0.055747,0.000000,-0.285252,0.114357,-0.000000
0.650000,-2.574710,-2.111664,-1.409832,0.284154,0.830935,-0.102341,0.476738,1.479334,0.162660,-1.354208,-3.880991,1.246989,-1.655420,-12.351164,-7.697304,0.151973,-0.049376,0.000000,-0.372256,0.132117,0.000000
0.700000,-2.559905,-2.068258,-1.414739,0.306267,0.899975,-0.092640,0.406996,1.269824,0.214839,-1.386797,-4.379032,0.846699,0.268273,-7.608756,-7.489542,0.131459,-0.042391,0.000000,-0.435893,0.139322,-0.000000
0.750000,-2.544083,-2.021666,-1.419096,0.324854,0.957918,-0.080857,0.338059,1.041430,0.247329,-1.327381,-4.641867,0.498035,1.989681,-3.063648,-5.796626,0.108411,-0.035337,0.000000,-0.473311,0.135993,0.000000
0.800000,-2.527420,-1.972466,-1.422824,0.340073,1.004118,-0.067907,0.274258,0.805637,0.264642,-1.187829,-4.685397,0.267036,3.460568,1.093880,-3.041782,0.084167,-0.028724,0.000000,-0.484545,0.123097,0.000000
0.850000,-2.510076,-1.921254,-1.425886,0.352280,1.038481,-0.054393,0.219276,0.572891,0.274033,-0.981324,-4.532479,0.193857,4.675072,4.776091,0.207666,0.059989,-0.022991,0.000000,-0.472112,0.102202,0.000000
0.900000,-2.492192,-1.868618,-1.428264,0.362000,1.061407,-0.040504,0.176126,0.352389,0.284028,-0.720322,-4.207788,0.287803,5.660844,7.983342,3.328969,0.036969,-0.018487,0.000000,-0.439871,0.074981,-0.000000
0.950000,-2.473876,-1.815114,-1.429937,0.369892,1.073720,-0.025990,0.147243,0.152112,0.302813,-0.415239,-3.734145,0.526754,6.460810,10.763945,5.725918,0.015996,-0.015486,0.000000,-0.391726,0.042803,-0.000000
1.000000,-2.455203,-1.761246,-1.430863,0.376724,1.076618,-0.010222,0.134602,-0.021025,0.336703,-0.074241,-3.131393,0.860395,7.110204,13.159825,6.897849,-0.002219,-0.014208,0.000000,-0.330716,0.006545,0.000000
1.050000,-2.436204,-1.707452,-1.430959,0.383353,1.071618,0.007680,0.139819,-0.161027,0.388853,0.295781,-2.418162,1.216539,7.614869,15.153924,6.495463,-0.017089,-0.014840,0.000000,-0.258768,-0.033300,-0.000000
1.100000,-2.416867,-1.654084,-1.430095,0.390706,1.060515,0.028663,0.164180,-0.262841,0.458357,0.687246,-1.616001,1.509941,7.936842,16.635532,4.366042,-0.028095,-0.017554,0.000000,-0.177137,-0.076270,-0.000000
1.150000,-2.397133,-1.601400,-1.428093,0.399771,1.045334,0.053516,0.208544,-0.322628,0.539847,1.089465,-0.754609,1.653143,7.992145,17.396539,0.589087,-0.034780,-0.022492,0.000000,-0.087385,-0.121401,0.000000
1.200000,-2.376890,-1.549551,-1.424743,0.411561,1.028253,0.082648,0.273127,-0.338302,0.623671,1.486461,0.123653,1.568850,7.663710,17.165294,-4.501576,-0.036794,-0.029723,0.000000,0.007341,-0.166630,-0.000000
1.250000,-2.355977,-1.498575,-1.419828,0.427083,1.011503,0.115883,0.357190,-0.310262,0.696732,1.855836,0.961920,1.202985,6.828990,15.675778,-10.319172,-0.034006,-0.039174,0.000000,0.101141,-0.208374,0.000000
1.300000,-2.334182,-1.448401,-1.413155,0.447280,0.997226,0.152321,0.458710,-0.242110,0.743970,2.169360,1.691231,0.536932,5.397582,12.759190,-16.062174,-0.026665,-0.050553,0.000000,0.184923,-0.241576,-0.000000
1.350000,-2.311249,-1.398852,-1.404596,0.472954,0.987292,0.190280,0.574126,-0.141139,0.750425,2.395594,2.237840,-0.403232,3.349908,8.435095,-20.800238,-0.015547,-0.063288,0.000000,0.247408,-0.260528,0.000000
1.400000,-2.286887,-1.349671,-1.394127,0.504692,0.983112,0.227363,0.698270,-0.018326,0.703647,2.504351,2.534740,-1.543091,0.765053,2.973510,-23.609000,-0.002007,-0.076530,0.000000,0.277913,-0.260486,-0.000000
1.450000,-2.260780,-1.300541,-1.381859,0.542781,0.985460,0.260645,0.824561,0.112335,0.596116,2.472100,2.535190,-2.764132,-2.173877,-3.098457,-23.739379,0.012143,-0.089253,0.000000,0.270111,-0.239519,-0.000000
1.500000,-2.232608,-1.251125,-1.368062,0.587149,0.994346,0.286975,0.945480,0.235193,0.427233,2.286963,2.224895,-3.917029,-5.203588,-9.059184,-20.790743,0.024935,-0.100429,0.000000,0.224877,-0.199584,-0.000000
1.550000,-2.202065,-1.201107,-1.353162,0.637329,1.008979,0.303368,1.053257,0.334824,0.204413,1.951741,1.629272,-4.843207,-8.031736,-14.118780,-14.844953,0.034636,-0.109214,0.000000,0.150400,-0.146057,-0.000000
1.600000,-2.168875,-1.150227,-1.337725,0.692474,1.027828,0.307416,1.140654,0.398120,-0.057087,1.483789,0.813017,-5.401525,-10.404732,-17.585604,-6.513374,0.040060,-0.115091,0.000000,0.059416,-0.085876,-0.000000
1.650000,-2.132818,-1.098324,-1.322420,0.751395,1.048791,0.297659,1.201636,0.416126,-0.335739,0.911268,-0.129288,-5.494544,-12.173237,-19.033113,3.139545,0.040708,-0.117888,0.000000,-0.034777,-0.025300,-0.000000
1.700000,-2.093736,-1.045348,-1.307959,0.812638,1.069441,0.273842,1.231781,0.385191,-0.606542,0.266466,-1.090295,-5.087570,-13.329484,-18.409700,12.793412,0.036706,-0.117706,0.000000,-0.121579,0.031710,0.000000
1.750000,-2.051554,-0.991380,-1.295036,0.874573,1.087310,0.237005,1.228283,0.307097,-0.844496,-0.421681,-1.970258,-4.215203,-13.994121,-16.037886,21.135034,0.028626,-0.114776,0.000000,-0.194597,0.084035,-0.000000
1.800000,-2.006279,-0.936617,-1.284259,0.935466,1.100151,0.189393,1.189613,0.188165,-1.028062,-1.132947,-2.694083,-2.974067,-14.350829,-12.495103,27.107559,0.017256,-0.109325,0.000000,-0.251501,0.133031,-0.000000
1.850000,-1.958007,-0.881365,-1.276097,0.993534,1.106127,0.134199,1.114988,0.037688,-1.141903,-1.856764,-3.219768,-1.504447,-14.553071,-8.428226,30.083317,0.003424,-0.101458,0.000000,-0.292883,0.181639,0.000000
1.900000,-1.906925,-0.826005,-1.270839,1.046965,1.103919,0.075202,1.003936,-0.133811,-1.178506,-2.588254,-3.536906,0.034265,-14.640846,-4.380657,29.936069,-0.012126,-0.091109,0.000000,-0.320787,0.233292,-0.000000
1.950000,-1.853311,-0.770973,-1.268577,1.093928,1.092746,0.016348,0.856163,-0.316002,-1.138477,-3.320848,-3.657834,1.489160,-14.500044,-0.693322,27.019262,-0.028767,-0.078040,0.000000,-0.337367,0.290780,-0.000000
2.000000,-1.797533,-0.716730,-1.269204,1.132581,1.072319,-0.038645,0.671851,-0.499595,-1.029590,-4.038258,-3.606238,2.736191,-13.878745,2.499826,22.070762,-0.045969,-0.061902,0.000000,-0.343952,0.355160,-0.000000
2.050000,-1.740053,-0.663741,-1.272441,1.161113,1.042786,-0.086611,0.452337,-0.676626,-0.864858,-4.708723,-3.407852,3.696236,-12.452624,5.202228,16.064818,-0.063244,-0.042349,0.000000,-0.340659,0.424816,-0.000000
2.100000,-1.681421,-0.612451,-1.277865,1.177815,1.004657,-0.125131,0.200979,-0.840380,-0.659967,-5.283521,-3.086015,4.342673,-9.914039,7.457083,10.029380,-0.080079,-0.019193,0.000000,-0.326642,0.494900,0.000000
2.150000,-1.622271,-0.563275,-1.284954,1.181211,0.958748,-0.152607,-0.076015,-0.985228,-0.430590,-5.700127,-2.662143,4.699174,-6.054159,9.269783,4.851318,-0.095910,0.007423,0.000000,-0.300914,0.557423,-0.000000
2.200000,-1.563300,-0.516577,-1.293126,1.170214,0.906134,-0.168190,-0.369033,-1.106594,-0.190049,-5.888936,-2.159037,4.827805,-0.817495,10.578094,1.103262,-0.110136,0.036886,0.000000,-0.263449,0.602211,0.000000
2.250000,-1.505250,-0.472662,-1.301773,1.144307,0.848089,-0.171612,-0.664909,-1.201131,0.052190,-5.781876,-1.604334,4.809500,5.674456,11.269289,-1.070136,-0.122198,0.068036,0.000000,-0.216092,0.618583,0.000000
2.300000,-1.448869,-0.431768,-1.310287,1.103723,0.786021,-0.162971,-0.947221,-1.267028,0.290901,-5.321491,-1.032108,4.720791,13.120624,11.226631,-1.981115,-0.131683,0.099181,0.000000,-0.162782,0.597201,0.000000
2.350000,-1.394877,-0.394060,-1.318070,1.049585,0.721386,-0.142522,-1.197058,-1.304342,0.524269,-4.469814,-0.481671,4.611389,21.046354,10.386484,-2.336152,-0.138424,0.128207,0.000000,-0.108883,0.531337,0.000000
2.400000,-1.343911,-0.359629,-1.324539,0.984017,0.655587,-0.110544,-1.394202,-1.315195,0.752039,-3.216855,0.006540,4.487176,28.804822,8.789518,-3.087995,-0.142535,0.152722,0.000000,-0.059837,0.417134,0.000000
2.450000,-1.296476,-0.328501,-1.329125,0.910165,0.589866,-0.067318,-1.518743,-1.303688,0.972987,-1.589332,0.397281,4.302589,35.577740,6.612202,-5.214977,-0.144383,0.170199,0.000000,-0.019671,0.253302,0.000000
2.500000,-1.252894,-0.300643,-1.331271,0.832143,0.525218,-0.013245,-1.553136,-1.275467,1.182298,0.340918,0.667761,3.965678,40.414021,4.170784,-9.449971,-0.144481,0.178110,0.000000,0.010178,0.041436,-0.000000
2.550000,-1.213261,-0.275979,-1.330449,0.754851,0.462320,0.050912,-1.484651,-1.236912,1.369555,2.452070,0.814360,3.357592,42.323000,1.889403,-16.010378,-0.143340,0.174116,0.000000,0.031522,-0.211730,-0.000000
2.600000,-1.177409,-0.254411,-1.326180,0.683677,0.401527,0.123710,-1.307929,-1.194031,1.518058,4.573219,0.856701,2.364640,40.427631,0.227950,-24.403691,-0.141293,0.156446,0.000000,0.049404,-0.489322,-0.000000
2.650000,-1.144894,-0.235827,-1.318078,0.624059,0.342917,0.202717,-1.027330,-1.151242,1.606019,6.494834,0.837154,0.917223,34.215937,-0.417653,-33.380833,-0.138350,0.124575,0.000000,0.070959,-0.758346,0.000000
2.700000,-1.115003,-0.220119,-1.305908,0.580944,0.286402,0.284312,-0.658445,-1.110315,1.609780,7.994812,0.814936,-0.973443,23.836035,0.175276,-41.105848,-0.134156,0.080124,0.000000,0.102613,-0.969387,0.000000
2.750000,-1.086799,-0.207186,-1.289647,0.558214,0.231885,0.363695,-0.227848,-1.069748,1.508675,8.878437,0.854682,-3.193362,10.284303,1.962062,-45.565401,-0.128111,0.027440,0.000000,0.146229,-1.070421,-0.000000
2.800000,-1.059182,-0.196930,-1.269539,0.558160,0.179428,0.435179,0.229398,-1.024847,1.290444,9.023243,1.011142,-5.529983,-4.623931,4.593311,-45.128032,-0.119675,-0.026920,0.000000,0.197214,-1.033444,0.000000
2.850000,-1.030983,-0.189244,-1.246129,0.581154,0.129400,0.492740,0.674476,-0.968634,0.955676,8.416044,1.314013,-7.706165,-18.568375,7.466594,-39.060654,-0.108651,-0.076028,0.000000,0.247273,-0.873919,-0.000000
2.900000,-1.001067,-0.183990,-1.220265,0.625607,0.082564,0.530747,1.071003,-0.893446,0.519827,7.166405,1.757801,-9.436048,-29.288584,9.863428,-27.793023,-0.095249,-0.114777,0.000000,0.289474,-0.642794,0.000000
2.950000,-0.968423,-0.180987,-1.193054,0.688254,0.040056,0.544723,1.391116,-0.792854,0.012071,5.487186,2.300356,-10.485467,-35.199252,11.130399,-12.816946,-0.079946,-0.141038,0.000000,0.320680,-0.398750,0.000000
3.000000,-0.932241,-0.179985,-1.165793,0.764719,0.003279,0.531954,1.619721,-0.663410,-0.528719,3.646480,2.870841,-10.717743,-35.808580,10.843209,3.729450,-0.063310,-0.155402,0.000000,0.340527,-0.185362,-0.000000
3.050000,-0.891951,-0.180659,-1.139859,0.850226,-0.026285,0.491851,1.755764,-0.505770,-1.059703,1.906328,3.384677,-10.112522,-31.794177,8.903197,19.617057,-0.045903,-0.160145,0.000000,0.349581,-0.024440,0.000000
3.100000,-0.847219,-0.182613,-1.116607,0.940295,-0.047298,0.425984,1.810354,-0.324943,-1.539972,0.467062,3.761161,-8.756037,-24.742692,5.546634,33.017486,-0.028264,-0.158171,0.000000,0.348416,0.079835,-0.000000
3.150000,-0.797921,-0.185389,-1.097261,1.031262,-0.058779,0.337853,1.802471,-0.129654,-1.935307,-0.567942,3.939340,-6.810773,-16.676491,1.277505,42.786611,-0.010911,-0.152275,0.000000,0.337578,0.134176,0.000000
3.200000,-0.744092,-0.188491,-1.082822,1.120542,-0.060264,0.232453,1.753560,0.068992,-2.221049,-1.200587,3.888911,-4.477376,-9.535273,-3.246394,48.499583,0.005674,-0.144734,0.000000,0.317863,0.150826,-0.000000
