time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz,roll,pitch,yaw,p,q,r
0.000000,-2.381150,-2.212397,-1.491608,0.004691,-0.011573,0.006906,0.033319,0.080763,-0.004884,0.409429,1.500002,-0.166009,4.507824,20.618261,-2.577346,0.008228,-0.003395,0.000000,0.152678,-0.041656,0.000000
0.050000,-2.380916,-2.212976,-1.491263,0.006357,-0.007535,0.006662,0.053791,0.155763,-0.013185,0.634820,2.530915,-0.294876,6.715924,27.824968,-3.075773,0.015855,-0.005476,0.000000,0.257097,-0.064450,0.000000
0.100000,-2.380515,-2.213151,-1.490942,0.010070,0.004003,0.005587,0.096801,0.333854,-0.034372,1.081021,4.282499,-0.473586,9.159801,29.822836,-2.014401,0.033899,-0.009833,0.000000,0.432833,-0.109265,-0.000000
0.150000,-2.379909,-2.212575,-1.490704,0.016037,0.025850,0.003224,0.161893,0.584013,-0.060543,1.550800,5.513198,-0.496316,7.345726,16.733106,0.926767,0.059090,-0.016400,0.000000,0.553412,-0.155975,-0.000000
0.200000,-2.378911,-2.210566,-1.490619,0.026259,0.062404,-0.000467,0.251881,0.885174,-0.084003,1.815594,5.955809,-0.380909,1.709768,-0.188080,3.322201,0.089199,-0.025452,0.000000,0.593163,-0.181681,0.000000
0.250000,-2.377283,-2.206335,-1.490751,0.041225,0.114368,-0.005176,0.343452,1.179594,-0.098634,1.721777,5.494390,-0.164096,-3.781487,-14.324084,4.877496,0.118419,-0.034648,0.000000,0.543791,-0.171772,0.000000
0.300000,-2.374788,-2.199129,-1.491137,0.060604,0.180364,-0.010330,0.424059,1.434613,-0.100413,1.437445,4.523401,0.106840,-6.627222,-22.172912,5.409639,0.143630,-0.042763,0.000000,0.447316,-0.143744,-0.000000
0.350000,-2.371222,-2.188299,-1.491784,0.083631,0.257829,-0.015217,0.487197,1.631934,-0.087950,1.059055,3.277099,0.376868,-7.915443,-26.141881,4.845293,0.163212,-0.049182,0.000000,0.327205,-0.107165,0.000000
0.400000,-2.366425,-2.173346,-1.492659,0.109324,0.343557,-0.019125,0.529964,1.762323,-0.062726,0.645901,1.909213,0.591370,-8.215142,-27.470411,3.298232,0.176395,-0.053628,0.000000,0.196871,-0.067379,0.000000
0.450000,-2.360290,-2.153943,-1.493696,0.136627,0.434061,-0.021490,0.551787,1.822855,-0.028813,0.237540,0.530058,0.706691,-7.834880,-26.856063,1.080603,0.182914,-0.056024,0.000000,0.064575,-0.027615,0.000000
0.500000,-2.352763,-2.129940,-1.494808,0.164503,0.525843,-0.022007,0.553718,1.815329,0.007943,-0.137587,-0.776394,0.699430,-6.957490,-24.753726,-1.348792,0.182839,-0.056430,0.000000,-0.063608,0.009808,0.000000
0.550000,-2.343840,-2.101359,-1.495897,0.191999,0.615594,-0.020695,0.538028,1.745216,0.041130,-0.458209,-1.945315,0.571812,-5.711629,-21.523076,-3.475849,0.176524,-0.055020,0.000000,-0.182167,0.042872,0.000000
0.600000,-2.333563,-2.068380,-1.496877,0.218305,0.700364,-0.017894,0.507897,1.620797,0.065124,-0.708750,-2.928701,0.351845,-4.208435,-17.497481,-4.835245,0.164595,-0.052072,0.000000,-0.285641,0.069702,-0.000000
0.650000,-2.322009,-2.031322,-1.497686,0.242789,0.777674,-0.014183,0.467153,1.452345,0.076314,-0.879052,-3.695063,0.088287,-2.556433,-13.004675,-5.102861,0.147948,-0.047957,0.000000,-0.368990,0.088689,-0.000000
0.700000,-2.309284,-1.990613,-1.498295,0.265021,0.845599,-0.010262,0.419992,1.251291,0.073953,-0.964393,-4.229169,-0.158441,-0.862152,-8.356000,-4.158267,0.127703,-0.043111,0.000000,-0.428453,0.098760,-0.000000
0.750000,-2.295507,-1.946762,-1.498712,0.284788,0.902803,-0.006788,0.370714,1.029429,0.060470,-0.965267,-4.530663,-0.327539,0.777282,-3.819630,-2.107303,0.105122,-0.038005,0.000000,-0.462366,0.099586,0.000000
0.800000,-2.280805,-1.900333,-1.498974,0.302092,0.948542,-0.004215,0.323465,0.798225,0.041199,-0.886665,-4.611132,-0.369171,2.283428,0.406132,0.736319,0.081486,-0.033100,0.000000,-0.471461,0.091611,0.000000
