time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-2.213207,-1.625046,1.491426,-0.016436,0.001931,-0.006906,0.271923,0.158286,-0.002051,-6.914785,-3.852422,0.031724,190.967852,87.492779,0.810294
0.010000,-2.213358,-1.625019,1.491357,-0.014032,0.003336,-0.006925,0.211979,0.123982,-0.001693,-5.107558,-3.023540,0.039723,170.729650,78.394125,0.786336
0.020000,-2.213489,-1.624980,1.491287,-0.012140,0.004437,-0.006940,0.169122,0.097523,-0.001257,-3.495251,-2.282373,0.047391,151.973642,69.945413,0.744494
0.030000,-2.213602,-1.624931,1.491218,-0.010599,0.005310,-0.006950,0.141473,0.078063,-0.000747,-2.063348,-1.622552,0.054557,134.638849,62.120537,0.686121
0.040000,-2.213702,-1.624874,1.491148,-0.009266,0.006019,-0.006954,0.127300,0.064821,-0.000168,-0.797940,-1.037970,0.061063,118.664289,54.893390,0.612569
0.050000,-2.213788,-1.624811,1.491079,-0.008013,0.006624,-0.006953,0.125004,0.057073,0.000471,0.314269,-0.522779,0.066763,103.988982,48.237865,0.525192
0.060000,-2.213862,-1.624742,1.491009,-0.006731,0.007177,-0.006945,0.133117,0.054153,0.001164,1.285967,-0.071394,0.071525,90.551947,42.127857,0.425342
0.070000,-2.213922,-1.624668,1.490940,-0.005321,0.007721,-0.006929,0.150295,0.055450,0.001898,2.129232,0.321510,0.075233,78.292204,36.537259,0.314372
0.080000,-2.213967,-1.624588,1.490871,-0.003699,0.008298,-0.006907,0.175312,0.060405,0.002664,2.855532,0.660995,0.077780,67.148772,31.439965,0.193633
0.090000,-2.213995,-1.624501,1.490802,-0.001792,0.008940,-0.006876,0.207052,0.068508,0.003450,3.475725,0.951866,0.079077,57.060670,26.809867,0.064480
0.100000,-2.214002,-1.624408,1.490733,0.000461,0.009677,-0.006838,0.244507,0.079295,0.004242,4.000060,1.198663,0.079046,47.966919,22.620861,-0.071735
0.110000,-2.213985,-1.624308,1.490665,0.003114,0.010533,-0.006791,0.286766,0.092349,0.005026,4.438175,1.405667,0.077623,39.806536,18.846838,-0.213660
0.120000,-2.213938,-1.624197,1.490597,0.006210,0.011530,-0.006737,0.333013,0.107290,0.005789,4.799099,1.576896,0.074758,32.518541,15.461694,-0.359941
0.130000,-2.213859,-1.624076,1.490530,0.009785,0.012684,-0.006676,0.382519,0.123780,0.006516,5.091250,1.716110,0.070415,26.041955,12.439320,-0.509227
0.140000,-2.213741,-1.623943,1.490464,0.013869,0.014010,-0.006607,0.434635,0.141517,0.007193,5.322439,1.826805,0.064568,20.315796,9.753612,-0.660164
0.150000,-2.213580,-1.623796,1.490398,0.018485,0.015518,-0.006532,0.488788,0.160232,0.007803,5.499865,1.912217,0.057210,15.279083,7.378462,-0.811400
0.160000,-2.213369,-1.623632,1.490333,0.023650,0.017217,-0.006451,0.544475,0.179687,0.008332,5.630116,1.975322,0.048344,10.870837,5.287764,-0.961582
