time,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,sx,sy,sz
0.000000,-2.212397,-2.381150,1.491608,-0.011573,0.004691,-0.006906,0.080763,0.033319,0.004884,1.500002,0.409429,0.166009,20.618261,4.507824,2.577346
0.050000,-2.212976,-2.380916,1.491263,-0.007535,0.006357,-0.006662,0.155763,0.053791,0.013185,2.530915,0.634820,0.294876,27.824968,6.715924,3.075773
0.100000,-2.213151,-2.380515,1.490942,0.004003,0.010070,-0.005587,0.333854,0.096801,0.034372,4.282499,1.081021,0.473586,29.822836,9.159801,2.014401
0.150000,-2.212575,-2.379909,1.490704,0.025850,0.016037,-0.003224,0.584013,0.161893,0.060543,5.513198,1.550800,0.496316,16.733106,7.345726,-0.926767
0.200000,-2.210566,-2.378911,1.490619,0.062404,0.026259,0.000467,0.885174,0.251881,0.084003,5.955809,1.815594,0.380909,-0.188080,1.709768,-3.322201
0.250000,-2.206335,-2.377283,1.490751,0.114368,0.041225,0.005176,1.179594,0.343452,0.098634,5.494390,1.721777,0.164096,-14.324084,-3.781487,-4.877496
0.300000,-2.199129,-2.374788,1.491137,0.180364,0.060604,0.010330,1.434613,0.424059,0.100413,4.523401,1.437445,-0.106840,-22.172912,-6.627222,-5.409639
0.350000,-2.188299,-2.371222,1.491784,0.257829,0.083631,0.015217,1.631934,0.487197,0.087950,3.277099,1.059055,-0.376868,-26.141881,-7.915443,-4.845293
0.400000,-2.173346,-2.366425,1.492659,0.343557,0.109324,0.019125,1.762323,0.529964,0.062726,1.909213,0.645901,-0.591370,-27.470411,-8.215142,-3.298232
0.450000,-2.153943,-2.360290,1.493696,0.434061,0.136627,0.021490,1.822855,0.551787,0.028813,0.530058,0.237540,-0.706691,-26.856063,-7.834880,-1.080603
0.500000,-2.129940,-2.352763,1.494808,0.525843,0.164503,0.022007,1.815329,0.553718,-0.007943,-0.776394,-0.137587,-0.699430,-24.753726,-6.957490,1.348792
0.550000,-2.101359,-2.343840,1.495897,0.615594,0.191999,0.020695,1.745216,0.538028,-0.041130,-1.945315,-0.458209,-0.571812,-21.523076,-5.711629,3.475849
0.600000,-2.068380,-2.333563,1.496877,0.700364,0.218305,0.017894,1.620797,0.507897,-0.065124,-2.928701,-0.708750,-0.351845,-17.497481,-4.208435,4.835245
0.650000,-2.031322,-2.322009,1.497686,0.777674,0.242789,0.014183,1.452345,0.467153,-0.076314,-3.695063,-0.879052,-0.088287,-13.004675,-2.556433,5.102861
0.700000,-1.990613,-2.309284,1.498295,0.845599,0.265021,0.010262,1.251291,0.419992,-0.073953,-4.229169,-0.964393,0.158441,-8.356000,-0.862152,4.158267
0.750000,-1.946762,-2.295507,1.498712,0.902803,0.284788,0.006788,1.029429,0.370714,-0.060470,-4.530663,-0.965267,0.327539,-3.819630,0.777282,2.107303
0.800000,-1.900333,-2.280805,1.498974,0.948542,0.302092,0.004215,0.798225,0.323465,-0.041199,-4.611132,-0.886665,0.369171,0.406132,2.283428,-0.736319
0.850000,-1.851908,-2.265298,1.499134,0.982626,0.317135,0.002668,0.568315,0.282047,-0.023553,-4.490049,-0.736924,0.253908,4.205520,3.602347,-3.903635
0.900000,-1.802070,-2.249092,1.499241,1.005373,0.330297,0.001860,0.349220,0.249773,-0.015808,-4.190580,-0.526430,-0.021192,7.536031,4.703667,-6.845465
0.950000,-1.751371,-2.232268,1.499320,1.017548,0.342112,0.001087,0.149257,0.229404,-0.025672,-3.736446,-0.266558,-0.430639,10.397877,5.572598,-9.016533
1.000000,-1.700315,-2.214880,1.499350,1.020299,0.353237,-0.000707,-0.024425,0.223117,-0.058872,-3.150792,0.030829,-0.922845,12.791193,6.197539,-9.956759
1.050000,-1.649341,-2.196945,1.499249,1.015105,0.364424,-0.004800,-0.165822,0.232487,-0.117957,-2.457327,0.353196,-1.426315,14.675252,6.557925,-9.360704
1.100000,-1.598805,-2.178438,1.498870,1.003717,0.376486,-0.012503,-0.270157,0.258437,-0.201503,-1.683267,0.686622,-1.858916,15.944783,6.617444,-7.128737
1.150000,-1.548969,-2.159296,1.497999,0.988089,0.390267,-0.024950,-0.334148,0.301149,-0.303848,-0.862849,1.014941,-2.139188,16.434548,6.326430,-3.394563
1.200000,-1.499996,-2.139411,1.496375,0.970302,0.406601,-0.042888,-0.356442,0.359931,-0.415422,-0.039812,1.319265,-2.198372,15.955367,5.634481,1.475978
1.250000,-1.451939,-2.118636,1.493710,0.952445,0.426260,-0.066493,-0.338130,0.433076,-0.523686,0.732688,1.578389,-1.991591,14.354932,4.510554,6.919335
1.300000,-1.404751,-2.096785,1.489725,0.936489,0.449908,-0.095256,-0.283173,0.517770,-0.614581,1.395681,1.770320,-1.506439,11.587767,2.964126,12.243308
1.350000,-1.358290,-2.073645,1.484184,0.924128,0.478037,-0.127951,-0.198562,0.610108,-0.674329,1.891465,1.874801,-0.767260,7.771966,1.063164,16.725667
1.400000,-1.312339,-2.048981,1.476930,0.916633,0.510919,-0.162689,-0.094027,0.705250,-0.691307,2.172878,1.876637,0.166128,3.209496,-1.057261,19.727891
1.450000,-1.266627,-2.022553,1.467915,0.914725,0.548562,-0.197082,0.018726,0.797771,-0.657717,2.212414,1.769075,1.205529,-1.642002,-3.213997,20.801224
1.500000,-1.220866,-1.994125,1.457222,0.918505,0.590696,-0.228461,0.127214,0.882157,-0.570754,2.008678,1.555237,2.246251,-6.240443,-5.216676,19.760659
1.550000,-1.174777,-1.963484,1.445069,0.927447,0.636778,-0.254157,0.219594,0.953295,-0.433092,1.588370,1.247407,3.181595,-10.056312,-6.896256,16.709904
1.600000,-1.128121,-1.930447,1.431806,0.940465,0.686026,-0.271770,0.286051,1.006898,-0.252595,1.003046,0.865611,3.917241,-12.671268,-8.124844,12.012948
1.650000,-1.080730,-1.894881,1.417892,0.956052,0.737468,-0.279417,0.319899,1.039856,-0.041368,0.321243,0.434923,4.382890,-13.852264,-8.842785,6.220948
1.700000,-1.032516,-1.856701,1.403865,0.972455,0.790011,-0.275907,0.318176,1.050390,0.185694,-0.382180,-0.018667,4.539336,-13.584312,-9.070599,-0.026278
1.750000,-0.983485,-1.815880,1.390302,0.987869,0.842507,-0.260847,0.281681,1.037989,0.412566,-1.037188,-0.472137,4.380262,-12.058731,-8.893935,-6.100726
1.800000,-0.933729,-1.772450,1.377780,1.000623,0.893810,-0.234650,0.214457,1.003177,0.623720,-1.588053,-0.908061,3.929263,-9.623672,-8.435553,-11.468313
1.850000,-0.883422,-1.726499,1.366837,1.009315,0.942825,-0.198475,0.122875,0.947183,0.805492,-1.999555,-1.315692,3.233431,-6.710864,-7.823176,-15.740288
1.900000,-0.832798,-1.678167,1.357933,1.012910,0.988529,-0.154101,0.014502,0.871608,0.947063,-2.259139,-1.690378,2.355234,-3.756214,-7.158536,-18.691327
1.950000,-0.782131,-1.627646,1.351426,1.010765,1.029985,-0.103769,-0.103039,0.778146,1.041016,-2.375177,-2.031546,1.364298,-1.130268,-6.494374,-20.249906
2.000000,-0.731721,-1.575169,1.347556,1.002606,1.066343,-0.050000,-0.223016,0.668453,1.083493,-2.372166,-2.339815,0.330244,0.910744,-5.823846,-20.471111
2.050000,-0.681871,-1.521012,1.346426,0.988464,1.096831,0.004581,-0.340255,0.544164,1.074040,-2.284102,-2.613930,-0.682813,2.248428,-5.083889,-19.502428
2.100000,-0.632875,-1.465486,1.348014,0.968581,1.120760,0.057404,-0.451426,0.407060,1.015212,-2.147323,-2.848204,-1.619999,2.899552,-4.171387,-17.550353
2.150000,-0.585013,-1.408936,1.352167,0.943321,1.137537,0.106102,-0.554988,0.259344,0.912040,-1.994147,-3.031069,-2.437848,2.990175,-2.968876,-14.851685
2.200000,-0.538543,-1.351732,1.358624,0.913082,1.146694,0.148609,-0.650841,0.103953,0.771427,-1.848306,-3.145092,-3.105168,2.715802,-1.375030,-11.649965
2.250000,-0.493704,-1.294266,1.367028,0.878237,1.147932,0.183245,-0.739818,-0.055166,0.601524,-1.722567,-3.168572,-3.602845,2.298297,0.665853,-8.175751
2.300000,-0.450719,-1.236939,1.376948,0.839100,1.141177,0.208761,-0.823098,-0.212904,0.411143,-1.618476,-3.078507,-3.922743,1.942686,3.141266,-4.629663
2.350000,-0.409794,-1.180149,1.387904,0.795927,1.126642,0.224359,-0.901666,-0.363016,0.209249,-1.528298,-2.854446,-4.065811,1.801606,5.957965,-1.168604
